unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings
121	WATER_MAG_00002	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 K03184 K00568	0.222222222	FALSE	K03179,K03182,K03186	62431;50470;4282	None
122	WATER_MAG_00002	M00930	Menaquinone biosynthesis, futalosine pathway	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K11782 K18285 (K18286,K20810) K11783 K11784 K11785	0.666666667	FALSE	K11782,K11784,K20810,K11785	53981;45298;19551;13929	None
123	WATER_MAG_00002	M00931	Menaquinone biosynthesis, modified futalosine pathway	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K11782 K18285 K18284 K11784 K11785	0.8	TRUE	K11782,K11784,K18284,K11785	53981;45298;8399;13929	None
124	WATER_MAG_00002	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823	0.625	FALSE	K03526,K12506,K01662,K03527	46867;49090;12263;21442	None
125	WATER_MAG_00002	M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)	0.333333333	FALSE	K05555	51566	No KOfam profile for K14249,No KOfam profile for K15886
126	WATER_MAG_00002	M00848	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802	0.03125	FALSE	K02078	62986	No KOfam profile for K09460,No KOfam profile for K14245,No KOfam profile for K14246,No KOfam profile for K22798,No KOfam profile for K22799,No KOfam profile for K22800,No KOfam profile for K21272,No KOfam profile for K21271,No KOfam profile for K22801,No KOfam profile for K22802
127	WATER_MAG_00002	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)	0.2	FALSE	K01666	9709	None
128	WATER_MAG_00002	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	(((K05708+K05709+K05710+K00529) K05711),K05712) K05713 K05714 K02554 K01666 K04073	0.166666667	FALSE	K01666	9709	None
129	WATER_MAG_00002	M00651	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)	0.142857143	FALSE	K18344	54251	No KOfam profile for K18354
130	WATER_MAG_00002	M00611	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	(M00161,M00163) M00165	0.318181818	FALSE	K01808,K01624,K00134,K00615,K00927	51864;62922;10492;20003;10491	No KOfam profile for M00161,No KOfam profile for M00163,No KOfam profile for M00165
131	WATER_MAG_00002	M00612	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	M00597 M00165	0.318181818	FALSE	K01808,K01624,K00134,K00615,K00927	51864;62922;10492;20003;10491	No KOfam profile for M00165,No KOfam profile for M00597
132	WATER_MAG_00002	M00613	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	M00597 M00376	0.08974359	FALSE	K01676,K14449,K01962,K00240,K00245,K00244,K00246,K02160,K01961,K01963	51601;51599;48407;27347;3997;27346;27345;17204;17205;30137	No KOfam profile for M00597,No KOfam profile for M00376
133	WATER_MAG_00002	M00614	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	M00598 M00173	0.363636364	FALSE	K01676,K00240,K01007,K00245,K00244,K00246,K00169,K00024,K00174,K00175,K00171,K00170,K00172,K01682,K00177,K00031	51601;27347;3997;7990;27346;27345;23156;2854;20120;20121;23157;23155;23158;7556;20122;32629	No KOfam profile for M00598,No KOfam profile for M00173
134	WATER_MAG_00002	M00617	Methanogen	Signature modules	Module set	Metabolic capacity	M00567,M00357,M00356,M00563	0.166666667	FALSE	K00925	21307	None
135	WATER_MAG_00002	M00618	Acetogen	Signature modules	Module set	Metabolic capacity	M00377 M00579	0.321428571	FALSE	K01491,K00925	51866;21307	No KOfam profile for M00377,No KOfam profile for M00579
136	WATER_MAG_00002	M00615	Nitrate assimilation	Signature modules	Module set	Metabolic capacity	(K02575,K15576+K15577+K15578-K15579) M00531	0.5	FALSE	K15577,K02575	38818;26563	No KOfam profile for M00531
137	WATER_MAG_00002	M00616	Sulfate-sulfur assimilation	Signature modules	Module set	Metabolic capacity	(K02048,K23163)+K02046+K02047+K02045 M00176	0.277777778	FALSE	K00390,K00956,K00957	2069;2071;2070	No KOfam profile for M00176
0	WATER_MAG_00003	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00844,K12407,K00845,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	0.8	TRUE	K00134,K00873,K15633,K11645,K01624,K01803,K01810,K01689,K00927	12312;27062;30556;4148;2317;6338;6873;3030;51355;48600;64129;11057	None
1	WATER_MAG_00003	M00002	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	1	TRUE	K00134,K00873,K15633,K01803,K01689,K00927	12312;27062;30556;4148;6873;51355;48600;64129;11057	None
2	WATER_MAG_00003	M00003	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)	0.75	TRUE	K00134,K15633,K11645,K01624,K01803,K01689,K00927	12312;4148;2317;6338;6873;51355;48600;64129;11057	None
3	WATER_MAG_00003	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737	0.25	FALSE	K00162	5151	None
4	WATER_MAG_00003	M00009	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030) (K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	0.5	FALSE	K00116,K01679,K01647,K01682	4657;61445;55907;41384	None
5	WATER_MAG_00003	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030)	0.666666667	FALSE	K01647,K01682	55907;41384	None
6	WATER_MAG_00003	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	0.4	FALSE	K00116,K01679	4657;61445	None
7	WATER_MAG_00003	M00004	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 K00616 (K01810,K06859,K13810,K15916)	0.75	TRUE	K00036,K00615,K01783,K01810,K01057,K00616	31168;3595;4523;3030;58954;64553;62836	None
8	WATER_MAG_00003	M00006	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033	0.666666667	FALSE	K00036,K01057	31168;58954;62836	None
9	WATER_MAG_00003	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00615 (K00616,K13810) K01783 (K01807,K01808)	0.75	TRUE	K00615,K01783,K00616	3595;4523;64553	None
10	WATER_MAG_00003	M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00036 (K01057,K07404) K01690 K01625	0.5	FALSE	K00036,K01057	31168;58954;62836	None
11	WATER_MAG_00003	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K05308 K00874 K01625 (K00134 K00927,K00131,K18978)	0.4	FALSE	K00134,K00927	12312;64129;11057	None
12	WATER_MAG_00003	M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01785 K00849 K00965 K01784	0.25	FALSE	K01785	39832	None
13	WATER_MAG_00003	M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01684 K00883 K01631 K00134 K00927	0.4	FALSE	K00134,K00927	12312;64129;11057	None
14	WATER_MAG_00003	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00963 K00012 K00699 K01195 K00002 K01053 K00103	0.142857143	FALSE	K01053	34706;14025	None
15	WATER_MAG_00003	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)	1	TRUE	K00975,K16149,K00703,K00700	29356;22623;33495;3435;15594;51895;56070;56914	None
16	WATER_MAG_00003	M00855	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)	0.75	TRUE	K01835,K00688,K00705	9427;9633;49187;35457;18448	None
17	WATER_MAG_00003	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00975 K00703 (K00700,K16149) K01214 K06044 K01236	0.5	FALSE	K00975,K16149,K00703,K00700	29356;22623;33495;3435;15594;51895;56070;56914	None
18	WATER_MAG_00003	M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K00845,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)	0.333333333	FALSE	K01835	9427;49187;35457	None
19	WATER_MAG_00003	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972	0.333333333	FALSE	K01810,K00820	3030;61324	None
20	WATER_MAG_00003	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00845 (K01810,K13810,K15916) K00820 K03431 K04042	0.6	FALSE	K01810,K00820,K03431	3030;61324;62158	None
21	WATER_MAG_00003	M00012	Glyoxylate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)	0.4	FALSE	K01647,K01682	55907;41384	None
22	WATER_MAG_00003	M00740	Methylaspartate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024	0.090909091	FALSE	K01647	55907	None
23	WATER_MAG_00003	M00532	Photorespiration	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437	0.15	FALSE	K01602,K00830,K02437,K00281	23897;7813;54247;51718	None
24	WATER_MAG_00003	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01106 K01107 K01109 K01092	0.25	FALSE	K01092	63244	None
25	WATER_MAG_00003	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.636363636	FALSE	K00134,K01602,K00615,K01624,K00855,K00927	12312;23897;3595;6338;53543;64129;11057	No KOfam profile for M00165
26	WATER_MAG_00003	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)	0.75	TRUE	K00134,K01602,K00855,K00927	12312;23897;53543;64129;11057	None
27	WATER_MAG_00003	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules	Energy metabolism	Carbon fixation	(K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.571428571	FALSE	K00615,K01624	3595;6338	None
28	WATER_MAG_00003	M00168	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	K01595 (K00025,K00026,K00024)	0.5	FALSE	K01595	44274	None
29	WATER_MAG_00003	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K00051 K00029 K01006	0.25	FALSE	K01595	44274	None
30	WATER_MAG_00003	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006	0.142857143	FALSE	K01595	44274	None
31	WATER_MAG_00003	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 K01610	0.25	FALSE	K01595	44274	None
32	WATER_MAG_00003	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)	0.272727273	FALSE	K01679,K01682,K01595	61445;41384;44274	No KOfam profile for M00173
33	WATER_MAG_00003	M00376	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709	0.115384615	FALSE	K01679,K01962,K01963	61445;38480;47614	No KOfam profile for M00376
34	WATER_MAG_00003	M00374	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861) K14534 K15016 K00626	0.076923077	FALSE	K01595	44274	None
35	WATER_MAG_00003	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules	Energy metabolism	Carbon fixation	(K00625,K13788,K15024) K00925	0.5	FALSE	K00925	59951;42962	No KOfam profile for M00579
36	WATER_MAG_00003	M00357	Methanogenesis, acetate => methane	Pathway modules	Energy metabolism	Methane metabolism	((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))	0.166666667	FALSE	K00925	59951;42962	None
37	WATER_MAG_00003	M00358	Coenzyme M biosynthesis	Pathway modules	Energy metabolism	Methane metabolism	K08097 K05979 K05884 K13039+K06034	0.25	FALSE	K05979	20524;52093	None
38	WATER_MAG_00003	M00346	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691	0.333333333	FALSE	K00830,K01689,K01595	7813;51355;44274	None
39	WATER_MAG_00003	M00345	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	(((K08093,K13812) K08094),K13831) (K00850,K16370) K01624	0.333333333	FALSE	K01624	6338	None
40	WATER_MAG_00003	M00344	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	K17100 K00863 K01624 K03841	0.25	FALSE	K01624	6338	None
41	WATER_MAG_00003	M00531	Assimilatory nitrate reduction, nitrate => ammonia	Pathway modules	Energy metabolism	Nitrogen metabolism	(K00367,K10534,K00372-K00360) (K00366,K17877)	0.5	FALSE	K00366	44262	No KOfam profile for M00531
42	WATER_MAG_00003	M00176	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	(K13811,K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)	0.833333333	TRUE	K00390,K00958,K00392	13795;35898;39300	No KOfam profile for M00176
43	WATER_MAG_00003	M00596	Dissimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	K00958 (K00394+K00395) (K11180+K11181)	0.333333333	FALSE	K00958	35898	None
44	WATER_MAG_00003	M00161	Photosystem II	Pathway modules	Energy metabolism	Photosynthesis	K02703+K02706+K02705+K02704+K02707+K02708	0.166666667	FALSE	K02703	49108	No KOfam profile for M00161
45	WATER_MAG_00003	M00163	Photosystem I	Pathway modules	Energy metabolism	Photosynthesis	K02689+K02690+K02691+K02692+K02693+K02694	0.833333333	TRUE	K02693,K02692,K02694,K02691,K02689	11634;13365;59057;47641;41365	No KOfam profile for M00163
46	WATER_MAG_00003	M00144	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343	0.25	FALSE	K00337,K00340,K00339	55908;58344;52412	None
47	WATER_MAG_00003	M00145	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Pathway modules	Energy metabolism	ATP synthesis	K05574+K05582+K05581+K05579+K05572+K05580+K05578+K05576+K05577+K05575+K05573-K05583-K05584-K05585	0.545454545	FALSE	K05575,K05579,K05584,K05576,K05572,K05580,K05578,K05585	4790;2945;31012;58344;55908;55909;52413;52412;58902	None
48	WATER_MAG_00003	M00162	Cytochrome b6f complex	Pathway modules	Energy metabolism	ATP synthesis	K02635+K02637+K02634+K02636+K02642+K02643+K03689+K02640	0.5	FALSE	K02643,K02640,K02636,K02634	25489;47740;53684;53683	None
49	WATER_MAG_00003	M00154	Cytochrome c oxidase	Pathway modules	Energy metabolism	ATP synthesis	(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)	0.133333333	FALSE	K02257,K02259	46184;46185	None
